Matched_RM,Crop,Year,Weighted_Avg_Yield
ETHELBERT,ARGENTINE CANOLA,2008,30.628059861036878
ETHELBERT,ARGENTINE CANOLA,2009,38.6
ETHELBERT,ARGENTINE CANOLA,2010,7.790544799639803
ETHELBERT,ARGENTINE CANOLA,2011,25.500115949497555
ETHELBERT,ARGENTINE CANOLA,2012,16.025870744943266
ETHELBERT,ARGENTINE CANOLA,2013,23.635883193143943
ETHELBERT,ARGENTINE CANOLA,2014,22.416206896551724
ETHELBERT,ARGENTINE CANOLA,2015,38.0116241299304
ETHELBERT,ARGENTINE CANOLA,2016,37.30259660779857
ETHELBERT,ARGENTINE CANOLA,2017,36.09447395042994
ETHELBERT,ARGENTINE CANOLA,2018,34.44645257654967
ETHELBERT,ARGENTINE CANOLA,2019,47.2
ETHELBERT,ARGENTINE CANOLA,2020,34.50822380773563
ETHELBERT,ARGENTINE CANOLA,2021,28.856786600496275
ETHELBERT,ARGENTINE CANOLA,2022,29.891197718631176
ETHELBERT,ARGENTINE CANOLA,2023,42.949341438703144
ETHELBERT,BARLEY,2007,29.5
ETHELBERT,BARLEY,2008,74.2
ETHELBERT,BARLEY,2018,81.0
ETHELBERT,OATS,2004,72.6
ETHELBERT,OATS,2005,57.818586887332906
ETHELBERT,OATS,2006,43.60201005025125
ETHELBERT,OATS,2007,32.32888540031397
ETHELBERT,OATS,2008,90.35770979743695
ETHELBERT,OATS,2013,67.61895093062606
ETHELBERT,OATS,2015,68.1
ETHELBERT,OATS,2019,55.0
ETHELBERT,OATS,2020,118.5
ETHELBERT,OATS,2021,47.2
ETHELBERT,RED SPRING WHEAT,2004,44.149099909991
ETHELBERT,RED SPRING WHEAT,2005,29.98778855804617
ETHELBERT,RED SPRING WHEAT,2006,36.42991470771791
ETHELBERT,RED SPRING WHEAT,2007,29.050623283329813
ETHELBERT,RED SPRING WHEAT,2008,40.71287313432836
ETHELBERT,RED SPRING WHEAT,2009,32.94487847222222
ETHELBERT,RED SPRING WHEAT,2010,11.600046497210167
ETHELBERT,RED SPRING WHEAT,2011,19.9
ETHELBERT,RED SPRING WHEAT,2012,23.09054794520548
ETHELBERT,RED SPRING WHEAT,2013,41.43206349206349
ETHELBERT,RED SPRING WHEAT,2014,15.44333659172369
ETHELBERT,RED SPRING WHEAT,2015,40.81215757575757
ETHELBERT,RED SPRING WHEAT,2016,45.16032608695652
ETHELBERT,RED SPRING WHEAT,2017,50.03082583810303
ETHELBERT,RED SPRING WHEAT,2018,63.38499711482978
ETHELBERT,RED SPRING WHEAT,2019,46.88154555940024
ETHELBERT,RED SPRING WHEAT,2020,53.0
ETHELBERT,RED SPRING WHEAT,2021,42.16884236453201
ETHELBERT,RED SPRING WHEAT,2022,52.6
ETHELBERT,RED SPRING WHEAT,2023,47.962283044058736
FISHER,ARGENTINE CANOLA,2004,44.15643333549181
FISHER,ARGENTINE CANOLA,2005,24.336755852842813
FISHER,ARGENTINE CANOLA,2006,33.88745504548339
FISHER,ARGENTINE CANOLA,2007,22.629200777732294
FISHER,ARGENTINE CANOLA,2008,18.958819468415605
FISHER,ARGENTINE CANOLA,2009,29.707197802197804
FISHER,ARGENTINE CANOLA,2010,13.28756313732965
FISHER,ARGENTINE CANOLA,2011,23.119310722100657
FISHER,ARGENTINE CANOLA,2012,26.795433059413856
FISHER,ARGENTINE CANOLA,2013,41.7369257217381
FISHER,ARGENTINE CANOLA,2014,26.594799844106678
FISHER,ARGENTINE CANOLA,2015,36.073509845662585
FISHER,ARGENTINE CANOLA,2016,43.28922216573462
FISHER,ARGENTINE CANOLA,2017,45.366649658128374
FISHER,ARGENTINE CANOLA,2018,37.689356689203024
FISHER,ARGENTINE CANOLA,2019,33.827641476680945
FISHER,ARGENTINE CANOLA,2020,36.622275454464045
FISHER,ARGENTINE CANOLA,2021,14.01797300920547
FISHER,ARGENTINE CANOLA,2022,19.456478578892373
FISHER,ARGENTINE CANOLA,2023,44.0886744679395
FISHER,BARLEY,2004,77.37311274024174
FISHER,BARLEY,2005,36.7
FISHER,BARLEY,2006,51.90075098139614
FISHER,BARLEY,2007,50.85484339683565
FISHER,BARLEY,2008,23.261574313827037
FISHER,BARLEY,2009,26.8
FISHER,BARLEY,2010,31.87326557666814
FISHER,BARLEY,2012,57.340375586854464
FISHER,BARLEY,2013,96.97686504610226
FISHER,BARLEY,2014,65.6
FISHER,BARLEY,2015,64.31504729148753
FISHER,BARLEY,2016,69.5
FISHER,BARLEY,2017,93.5
FISHER,BARLEY,2018,72.68978102189782
FISHER,BARLEY,2019,76.9133514986376
FISHER,BARLEY,2020,83.1017231795442
FISHER,BARLEY,2021,30.540814196242167
FISHER,BARLEY,2023,72.96572934973636
FISHER,FIELD PEAS,2020,64.7
FISHER,FIELD PEAS,2021,32.8
FISHER,FIELD PEAS,2022,48.6
FISHER,FIELD PEAS,2023,61.910494362532525
FISHER,OATS,2004,108.75169517884915
FISHER,OATS,2006,74.10017482517482
FISHER,OATS,2007,97.2
FISHER,OATS,2008,37.7
FISHER,OATS,2009,78.5
FISHER,OATS,2010,25.699999999999996
FISHER,OATS,2011,46.2
FISHER,OATS,2012,78.73604651162792
FISHER,OATS,2013,97.64312963617097
FISHER,OATS,2014,83.1
FISHER,OATS,2015,87.12127857275598
FISHER,OATS,2016,104.52769017980636
FISHER,OATS,2017,131.4292854854213
FISHER,OATS,2018,86.58253180935951
FISHER,OATS,2019,86.55041636495294
FISHER,OATS,2020,120.80495322866446
FISHER,OATS,2021,33.94988787914552
FISHER,OATS,2022,84.0
FISHER,OATS,2023,78.9216129032258
FISHER,RED SPRING WHEAT,2004,51.94081370105331
FISHER,RED SPRING WHEAT,2005,28.065640486559545
FISHER,RED SPRING WHEAT,2006,32.217312467517466
FISHER,RED SPRING WHEAT,2007,35.94390402075227
FISHER,RED SPRING WHEAT,2008,20.72614236393176
FISHER,RED SPRING WHEAT,2009,26.065213270142177
FISHER,RED SPRING WHEAT,2010,22.12515842239667
FISHER,RED SPRING WHEAT,2011,34.532850241545894
FISHER,RED SPRING WHEAT,2012,44.883339485665076
FISHER,RED SPRING WHEAT,2013,57.029771702569235
FISHER,RED SPRING WHEAT,2014,36.52285522225023
FISHER,RED SPRING WHEAT,2015,45.090241520156276
FISHER,RED SPRING WHEAT,2016,54.55084897229669
FISHER,RED SPRING WHEAT,2017,61.90091324200914
FISHER,RED SPRING WHEAT,2018,51.779340913470804
FISHER,RED SPRING WHEAT,2019,45.40951391216896
FISHER,RED SPRING WHEAT,2020,58.34204891974307
FISHER,RED SPRING WHEAT,2021,28.94519731433269
FISHER,RED SPRING WHEAT,2022,28.742019824737824
FISHER,RED SPRING WHEAT,2023,60.47018314523214
GILBERT PLAINS,ARGENTINE CANOLA,2004,39.040889381540765
GILBERT PLAINS,ARGENTINE CANOLA,2005,36.51174448748944
GILBERT PLAINS,ARGENTINE CANOLA,2006,40.22421491588891
GILBERT PLAINS,ARGENTINE CANOLA,2007,20.83026156776797
GILBERT PLAINS,ARGENTINE CANOLA,2008,41.62879853814527
GILBERT PLAINS,ARGENTINE CANOLA,2009,42.25869908978711
GILBERT PLAINS,ARGENTINE CANOLA,2010,22.019180736846796
GILBERT PLAINS,ARGENTINE CANOLA,2011,27.042215750515712
GILBERT PLAINS,ARGENTINE CANOLA,2012,20.658553680981598
GILBERT PLAINS,ARGENTINE CANOLA,2013,35.03766226799699
GILBERT PLAINS,ARGENTINE CANOLA,2014,23.574888071466102
GILBERT PLAINS,ARGENTINE CANOLA,2015,43.35715129460629
GILBERT PLAINS,ARGENTINE CANOLA,2016,46.6995729082012
GILBERT PLAINS,ARGENTINE CANOLA,2017,48.31302845920497
GILBERT PLAINS,ARGENTINE CANOLA,2018,45.43567015616956
GILBERT PLAINS,ARGENTINE CANOLA,2019,43.420426004166586
GILBERT PLAINS,ARGENTINE CANOLA,2020,39.646799279332285
GILBERT PLAINS,ARGENTINE CANOLA,2021,28.639987811248478
GILBERT PLAINS,ARGENTINE CANOLA,2022,36.111472505220526
GILBERT PLAINS,ARGENTINE CANOLA,2023,51.13055290206718
GILBERT PLAINS,BARLEY,2004,77.5368032693836
GILBERT PLAINS,BARLEY,2005,65.83370604678535
GILBERT PLAINS,BARLEY,2006,75.57523791397031
GILBERT PLAINS,BARLEY,2007,44.032814575820844
GILBERT PLAINS,BARLEY,2008,76.92323661240859
GILBERT PLAINS,BARLEY,2009,73.0
GILBERT PLAINS,BARLEY,2010,29.8
GILBERT PLAINS,BARLEY,2011,22.7
GILBERT PLAINS,BARLEY,2012,31.459416233506598
GILBERT PLAINS,BARLEY,2013,73.54451988360815
GILBERT PLAINS,BARLEY,2014,33.4
GILBERT PLAINS,BARLEY,2015,69.8
GILBERT PLAINS,BARLEY,2016,79.75127478753541
GILBERT PLAINS,BARLEY,2018,81.9
GILBERT PLAINS,BARLEY,2019,92.11290322580645
GILBERT PLAINS,BARLEY,2020,99.9
GILBERT PLAINS,BARLEY,2021,52.46520146520147
GILBERT PLAINS,BARLEY,2022,67.2
GILBERT PLAINS,BARLEY,2023,79.1
GILBERT PLAINS,FIELD PEAS,2006,42.2
GILBERT PLAINS,FIELD PEAS,2011,28.6
GILBERT PLAINS,FIELD PEAS,2012,27.199999999999996
GILBERT PLAINS,FIELD PEAS,2013,30.800000000000004
GILBERT PLAINS,FIELD PEAS,2014,8.7
GILBERT PLAINS,FIELD PEAS,2016,21.1
GILBERT PLAINS,FIELD PEAS,2017,37.6
GILBERT PLAINS,FIELD PEAS,2019,41.5
GILBERT PLAINS,FIELD PEAS,2020,53.38725042097666
GILBERT PLAINS,FIELD PEAS,2021,32.96240285980728
GILBERT PLAINS,FIELD PEAS,2022,40.52475102519039
GILBERT PLAINS,FIELD PEAS,2023,53.945614035087715
GILBERT PLAINS,OATS,2004,109.43667040219151
GILBERT PLAINS,OATS,2005,95.35946629213481
GILBERT PLAINS,OATS,2006,84.35407647907648
GILBERT PLAINS,OATS,2007,62.59990475056554
GILBERT PLAINS,OATS,2008,125.87495210727971
GILBERT PLAINS,OATS,2012,54.5
GILBERT PLAINS,OATS,2013,103.01967601738443
GILBERT PLAINS,OATS,2014,58.79999999999999
GILBERT PLAINS,OATS,2015,85.9921290711701
GILBERT PLAINS,OATS,2016,104.75256797583081
GILBERT PLAINS,OATS,2017,131.18235294117645
GILBERT PLAINS,OATS,2019,71.1
GILBERT PLAINS,OATS,2020,102.76004823151125
GILBERT PLAINS,OATS,2021,47.40269058295964
GILBERT PLAINS,OATS,2022,131.3
GILBERT PLAINS,RED SPRING WHEAT,2004,53.111101903531655
GILBERT PLAINS,RED SPRING WHEAT,2005,44.58978041323079
GILBERT PLAINS,RED SPRING WHEAT,2006,47.240435656561516
GILBERT PLAINS,RED SPRING WHEAT,2007,29.685711157075072
GILBERT PLAINS,RED SPRING WHEAT,2008,55.64002118552466
GILBERT PLAINS,RED SPRING WHEAT,2009,43.46270545660392
GILBERT PLAINS,RED SPRING WHEAT,2010,32.525194889814536
GILBERT PLAINS,RED SPRING WHEAT,2011,33.34209983111278
GILBERT PLAINS,RED SPRING WHEAT,2012,41.9219706530077
GILBERT PLAINS,RED SPRING WHEAT,2013,61.53174387880922
GILBERT PLAINS,RED SPRING WHEAT,2014,28.995764938550643
GILBERT PLAINS,RED SPRING WHEAT,2015,45.52998369613114
GILBERT PLAINS,RED SPRING WHEAT,2016,55.31130478645891
GILBERT PLAINS,RED SPRING WHEAT,2017,70.1628035885934
GILBERT PLAINS,RED SPRING WHEAT,2018,64.89470805898678
GILBERT PLAINS,RED SPRING WHEAT,2019,61.98889797209989
GILBERT PLAINS,RED SPRING WHEAT,2020,65.75887561911705
GILBERT PLAINS,RED SPRING WHEAT,2021,49.78130919288578
GILBERT PLAINS,RED SPRING WHEAT,2022,54.39257211994686
GILBERT PLAINS,RED SPRING WHEAT,2023,63.14388320023516
GIMLI,ARGENTINE CANOLA,2004,38.39018881895594
GIMLI,ARGENTINE CANOLA,2006,36.7
GIMLI,ARGENTINE CANOLA,2007,29.841860465116277
GIMLI,ARGENTINE CANOLA,2008,25.363451776649747
GIMLI,ARGENTINE CANOLA,2010,10.679010633379564
GIMLI,ARGENTINE CANOLA,2012,17.89390391602745
GIMLI,ARGENTINE CANOLA,2013,40.3
GIMLI,ARGENTINE CANOLA,2014,17.0
GIMLI,ARGENTINE CANOLA,2016,44.5
GIMLI,ARGENTINE CANOLA,2018,52.4
GIMLI,ARGENTINE CANOLA,2019,50.10000000000001
GIMLI,ARGENTINE CANOLA,2020,43.9
GIMLI,ARGENTINE CANOLA,2021,20.770520497466606
GIMLI,ARGENTINE CANOLA,2022,23.5
GIMLI,ARGENTINE CANOLA,2023,47.680893682588604
GIMLI,BARLEY,2019,48.7
GIMLI,OATS,2013,94.89999999999999
GIMLI,OATS,2014,10.3
GIMLI,OATS,2018,97.6
GIMLI,OATS,2019,86.8
GIMLI,OATS,2020,86.0
GIMLI,OATS,2021,16.3
GIMLI,RED SPRING WHEAT,2004,44.0
GIMLI,RED SPRING WHEAT,2006,40.0
GIMLI,RED SPRING WHEAT,2007,41.3
GIMLI,RED SPRING WHEAT,2008,29.727012522361356
GIMLI,RED SPRING WHEAT,2009,23.1
GIMLI,RED SPRING WHEAT,2011,45.7
GIMLI,RED SPRING WHEAT,2012,33.0
GIMLI,RED SPRING WHEAT,2013,42.38384615384615
GIMLI,RED SPRING WHEAT,2014,42.20925221799747
GIMLI,RED SPRING WHEAT,2015,43.51597899474869
GIMLI,RED SPRING WHEAT,2017,69.76965333333334
GIMLI,RED SPRING WHEAT,2018,71.28479887745557
GIMLI,RED SPRING WHEAT,2019,55.84167908594137
GIMLI,RED SPRING WHEAT,2020,68.0251542477456
GIMLI,RED SPRING WHEAT,2021,44.5
GIMLI,RED SPRING WHEAT,2022,44.32662116040956
GIMLI,RED SPRING WHEAT,2023,73.3
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2004,38.99944378897691
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2005,41.951406823433466
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2006,31.594695811678385
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2007,32.99663147906536
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2008,40.67780151485725
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2009,47.79918575518969
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2010,42.879919970898506
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2011,36.27869335500914
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2012,30.563086834349942
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2013,48.45812635555866
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2014,45.174993640295085
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2015,43.63493733418717
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2016,41.297793060973106
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2017,44.23098714697911
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2018,40.45082169268693
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2019,40.16469244436924
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2020,45.45032208374177
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2021,26.653136279387375
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2022,37.28185168933743
GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,2023,43.471496187220616
GLENBORO-SOUTH CYPRESS,BARLEY,2004,72.28415728192404
GLENBORO-SOUTH CYPRESS,BARLEY,2005,53.57386132869162
GLENBORO-SOUTH CYPRESS,BARLEY,2006,62.12488151658768
GLENBORO-SOUTH CYPRESS,BARLEY,2007,73.3
GLENBORO-SOUTH CYPRESS,BARLEY,2008,80.59999999999998
GLENBORO-SOUTH CYPRESS,BARLEY,2009,87.9
GLENBORO-SOUTH CYPRESS,BARLEY,2010,70.8
GLENBORO-SOUTH CYPRESS,BARLEY,2011,62.37415132924335
GLENBORO-SOUTH CYPRESS,BARLEY,2012,54.7
GLENBORO-SOUTH CYPRESS,BARLEY,2013,91.57726146220568
GLENBORO-SOUTH CYPRESS,BARLEY,2014,56.6
GLENBORO-SOUTH CYPRESS,BARLEY,2015,73.3
GLENBORO-SOUTH CYPRESS,BARLEY,2016,84.2
GLENBORO-SOUTH CYPRESS,BARLEY,2017,85.0
GLENBORO-SOUTH CYPRESS,BARLEY,2018,57.2
GLENBORO-SOUTH CYPRESS,BARLEY,2019,83.5
GLENBORO-SOUTH CYPRESS,BARLEY,2020,76.8
GLENBORO-SOUTH CYPRESS,BARLEY,2022,60.4
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2009,64.9
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2010,58.3
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2011,53.0
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2012,58.7
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2014,46.9
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2015,47.3
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2016,34.8
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2018,44.6
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2021,25.4
GLENBORO-SOUTH CYPRESS,FIELD PEAS,2022,59.0
GLENBORO-SOUTH CYPRESS,OATS,2004,99.26728022849889
GLENBORO-SOUTH CYPRESS,OATS,2005,72.9601089761973
GLENBORO-SOUTH CYPRESS,OATS,2006,72.48662381389654
GLENBORO-SOUTH CYPRESS,OATS,2007,86.04617691154422
GLENBORO-SOUTH CYPRESS,OATS,2008,94.2405504587156
GLENBORO-SOUTH CYPRESS,OATS,2009,117.72714617169373
GLENBORO-SOUTH CYPRESS,OATS,2010,117.2
GLENBORO-SOUTH CYPRESS,OATS,2011,95.2
GLENBORO-SOUTH CYPRESS,OATS,2012,76.0
GLENBORO-SOUTH CYPRESS,OATS,2013,133.124463345484
GLENBORO-SOUTH CYPRESS,OATS,2014,128.6
GLENBORO-SOUTH CYPRESS,OATS,2015,89.9
GLENBORO-SOUTH CYPRESS,OATS,2016,114.5
GLENBORO-SOUTH CYPRESS,OATS,2017,114.61291711517761
GLENBORO-SOUTH CYPRESS,OATS,2018,65.3
GLENBORO-SOUTH CYPRESS,OATS,2019,136.7
GLENBORO-SOUTH CYPRESS,OATS,2020,94.4
GLENBORO-SOUTH CYPRESS,OATS,2021,77.50181311018132
GLENBORO-SOUTH CYPRESS,OATS,2022,123.3
GLENBORO-SOUTH CYPRESS,OATS,2023,119.8
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2004,50.85139090604402
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2005,43.39571095571095
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2006,34.04726907928959
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2007,35.84420826623726
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2008,52.085512237117214
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2009,54.6572843267949
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2010,48.57601629616508
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2011,44.606716212496565
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2012,42.01144026505555
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2013,60.06609676867841
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2014,55.121469428007885
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2015,52.38896151721598
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2016,57.66029617770663
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2017,65.31371918542337
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2018,54.99239775863511
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2019,60.29434112646122
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2020,59.3
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2021,42.66763439537458
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2022,59.78784839802032
GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,2023,57.40787852112676
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2004,37.34689948324721
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2005,23.023489329484693
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2006,37.4337154027278
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2007,25.065312974940802
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2008,29.45438687603104
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2009,42.5091475066264
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2010,23.64707939724774
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2011,25.448793565683648
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2012,27.37139160687106
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2013,41.29054762561774
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2014,33.24923471432005
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2015,42.67720059540329
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2016,42.62084702535682
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2017,45.16522408257489
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2018,38.694732225409545
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2019,32.973705686723115
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2020,39.4325893670886
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2021,22.64530747249286
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2022,26.18817110573043
GLENELLA-LANSDOWNE,ARGENTINE CANOLA,2023,45.95550988451752
GLENELLA-LANSDOWNE,BARLEY,2004,65.98215950057154
GLENELLA-LANSDOWNE,BARLEY,2005,29.41428094761428
GLENELLA-LANSDOWNE,BARLEY,2006,58.16080336291454
GLENELLA-LANSDOWNE,BARLEY,2007,58.71111040609138
GLENELLA-LANSDOWNE,BARLEY,2008,53.95921116387247
GLENELLA-LANSDOWNE,BARLEY,2009,73.51762493283181
GLENELLA-LANSDOWNE,BARLEY,2010,44.841496733320135
GLENELLA-LANSDOWNE,BARLEY,2011,39.6
GLENELLA-LANSDOWNE,BARLEY,2012,60.015590797408976
GLENELLA-LANSDOWNE,BARLEY,2013,80.53044238683128
GLENELLA-LANSDOWNE,BARLEY,2014,56.61647954091816
GLENELLA-LANSDOWNE,BARLEY,2015,70.5119000132961
GLENELLA-LANSDOWNE,BARLEY,2016,87.86690356573949
GLENELLA-LANSDOWNE,BARLEY,2017,91.81434184675835
GLENELLA-LANSDOWNE,BARLEY,2018,66.21433882103027
GLENELLA-LANSDOWNE,BARLEY,2019,64.88023332891422
GLENELLA-LANSDOWNE,BARLEY,2020,83.8
GLENELLA-LANSDOWNE,BARLEY,2021,36.1
GLENELLA-LANSDOWNE,BARLEY,2022,54.5
GLENELLA-LANSDOWNE,BARLEY,2023,86.7895989861501
GLENELLA-LANSDOWNE,FIELD PEAS,2023,60.0
GLENELLA-LANSDOWNE,OATS,2004,79.27354233226838
GLENELLA-LANSDOWNE,OATS,2005,51.160463768115946
GLENELLA-LANSDOWNE,OATS,2006,68.10361238037763
GLENELLA-LANSDOWNE,OATS,2007,67.79113086623941
GLENELLA-LANSDOWNE,OATS,2008,75.63763466319404
GLENELLA-LANSDOWNE,OATS,2009,80.45005844535359
GLENELLA-LANSDOWNE,OATS,2010,39.9
GLENELLA-LANSDOWNE,OATS,2012,55.68587722240859
GLENELLA-LANSDOWNE,OATS,2013,79.60625112592325
GLENELLA-LANSDOWNE,OATS,2014,67.53953151412702
GLENELLA-LANSDOWNE,OATS,2015,72.21107723577236
GLENELLA-LANSDOWNE,OATS,2016,63.95322388059701
GLENELLA-LANSDOWNE,OATS,2017,93.94906582351251
GLENELLA-LANSDOWNE,OATS,2018,63.3
GLENELLA-LANSDOWNE,OATS,2019,52.14728334956183
GLENELLA-LANSDOWNE,OATS,2020,90.09113716934823
GLENELLA-LANSDOWNE,OATS,2021,28.42647588553132
GLENELLA-LANSDOWNE,OATS,2022,61.181313947226705
GLENELLA-LANSDOWNE,OATS,2023,101.6554794520548
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2004,49.130667848699765
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2005,32.57343812978638
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2006,42.5178405868851
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2007,39.500233463035016
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2008,46.692050891692034
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2009,49.115314285714284
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2010,26.871787783743557
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2011,37.55029730675061
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2012,47.155359901143036
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2013,59.3832688135449
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2014,46.78258863202734
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2015,53.595876176288925
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2016,57.61100874084573
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2017,71.55615843733044
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2018,50.37123802367086
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2019,50.201630220923036
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2020,63.22796850682047
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2021,34.99327286269086
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2022,48.31900750497779
GLENELLA-LANSDOWNE,RED SPRING WHEAT,2023,58.70545942811803
GRAHAMDALE,ARGENTINE CANOLA,2007,29.3
GRAHAMDALE,ARGENTINE CANOLA,2010,20.399999999999995
GRAHAMDALE,ARGENTINE CANOLA,2011,25.6
GRAHAMDALE,ARGENTINE CANOLA,2012,22.63119266055046
GRAHAMDALE,ARGENTINE CANOLA,2013,25.3
GRAHAMDALE,ARGENTINE CANOLA,2014,12.720127795527157
GRAHAMDALE,ARGENTINE CANOLA,2015,11.6
GRAHAMDALE,ARGENTINE CANOLA,2016,24.3
GRAHAMDALE,ARGENTINE CANOLA,2017,35.5
GRAHAMDALE,ARGENTINE CANOLA,2018,10.2
GRAHAMDALE,ARGENTINE CANOLA,2019,16.9
GRAHAMDALE,ARGENTINE CANOLA,2020,29.0
GRAHAMDALE,ARGENTINE CANOLA,2021,4.4
GRAHAMDALE,ARGENTINE CANOLA,2022,28.1
GRAHAMDALE,ARGENTINE CANOLA,2023,35.9
GRAHAMDALE,BARLEY,2004,70.4
GRAHAMDALE,BARLEY,2006,32.4
GRAHAMDALE,BARLEY,2008,32.57479541734861
GRAHAMDALE,BARLEY,2013,50.6
GRAHAMDALE,BARLEY,2020,48.8
GRAHAMDALE,BARLEY,2023,7.3999999999999995
GRAHAMDALE,OATS,2010,54.71214454976304
GRAHAMDALE,OATS,2012,44.48759894459103
GRAHAMDALE,OATS,2013,62.6
GRAHAMDALE,OATS,2014,41.8
GRAHAMDALE,OATS,2015,37.0
GRAHAMDALE,OATS,2018,53.347652790079714
GRAHAMDALE,OATS,2019,34.8
GRAHAMDALE,OATS,2020,62.1
GRAHAMDALE,RED SPRING WHEAT,2006,42.4
GRAHAMDALE,RED SPRING WHEAT,2007,47.2
GRAHAMDALE,RED SPRING WHEAT,2008,40.5
